Year,Month,Day,TradingPeriod,PrevAvg$PerMWHr,PrevMed$PerMWHr,SinPeriod,CosPeriod,SinDate,CosDate
2024,8,17,38,729.7931831653824,729.9169572953737,-0.4999999999999991,-0.8660254037844392,-0.8660254037844385,-0.5000000000000004
2024,7,20,26,623.2839300533491,623.3123131672598,0.5,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
2024,8,29,37,834.4470373443984,834.4805897009967,-0.2588190451025201,-0.9659258262890684,-0.8660254037844385,-0.5000000000000004
2024,8,5,23,814.230705394191,814.253660899654,-0.2588190451025215,0.965925826289068,-0.8660254037844385,-0.5000000000000004
2024,8,10,7,760.9459612724758,760.9102006920415,0.9659258262890684,-0.2588190451025206,-0.8660254037844385,-0.5000000000000004
2024,8,8,43,876.9070835803201,876.9106702253855,-0.9659258262890684,0.2588190451025201,-0.8660254037844385,-0.5000000000000004
2024,7,17,26,611.4589211618257,611.4426512455516,0.5,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
2024,7,17,43,488.6392876901799,488.7009480968858,-0.9659258262890684,0.2588190451025201,-0.4999999999999998,-0.8660254037844387
2024,7,26,18,497.2185477178424,497.1918961937717,-1.0,-1.83697019872103e-16,-0.4999999999999998,-0.8660254037844387
2024,8,10,3,825.4883056708161,825.4581384083045,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004
2024,8,13,28,608.9008852005533,608.8936262975778,0.8660254037844385,0.5000000000000004,-0.8660254037844385,-0.5000000000000004
2024,8,10,36,791.3356708160442,791.2794740484429,3.67394039744206e-16,-1.0,-0.8660254037844385,-0.5000000000000004
2024,8,1,43,588.8486168741356,588.9598269896194,-0.9659258262890684,0.2588190451025201,-0.8660254037844385,-0.5000000000000004
2024,7,30,28,589.5920954356847,589.6559238754326,0.8660254037844385,0.5000000000000004,-0.4999999999999998,-0.8660254037844387
2024,8,17,36,748.4822683264177,748.3897785467128,3.67394039744206e-16,-1.0,-0.8660254037844385,-0.5000000000000004
2024,7,30,41,517.5793242442205,517.6123428232503,-0.9659258262890678,-0.2588190451025225,-0.4999999999999997,-0.8660254037844388
2024,8,13,12,715.7026556016596,715.6121115065243,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
2024,8,7,45,865.0418850029638,865.039537366548,-0.7071067811865472,0.7071067811865478,-0.8660254037844385,-0.5000000000000004
2024,8,3,5,801.2508713692946,801.2037508650518,0.9659258262890684,0.2588190451025207,-0.8660254037844385,-0.5000000000000004
2024,8,6,10,847.1698271092671,847.1515847750866,0.5,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004
2024,7,30,26,742.7398280972141,742.7109371293001,0.5,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
2024,8,11,33,681.0281811894882,680.9729480968858,0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004
2024,8,3,7,799.3077109266943,799.2573840830449,0.9659258262890684,-0.2588190451025206,-0.8660254037844385,-0.5000000000000004
2024,8,10,22,824.1851659751037,824.0923076923077,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004
2023,5,22,36,1858.6635902777775,1859.4537109103544,3.673940397442059e-16,-1.0,0.5,-0.8660254037844387
2024,8,11,21,665.6294605809128,665.7069550173011,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004
2024,7,17,24,462.530601659751,462.54338408304494,-2.4492935982947064e-16,1.0,-0.4999999999999998,-0.8660254037844387
2024,8,19,45,507.4070124481328,507.51359169550176,-0.7071067811865472,0.7071067811865478,-0.8660254037844385,-0.5000000000000004
2024,8,14,27,484.2917738589212,484.3720041536864,0.7071067811865474,0.7071067811865477,-0.8660254037844385,-0.5000000000000004
2023,5,12,17,627.1730833333332,627.5607339449541,-0.9659258262890682,-0.2588190451025206,0.5,-0.8660254037844387
2024,2,22,32,826.8054583333334,827.2571438498958,0.8660254037844392,-0.4999999999999992,0.8660254037844387,0.5000000000000001
2024,8,1,44,523.7996265560166,523.8667820069204,-0.8660254037844393,0.4999999999999991,-0.8660254037844385,-0.5000000000000004
2024,8,8,7,697.8399723374827,697.9167612456747,0.9659258262890684,-0.2588190451025206,-0.8660254037844385,-0.5000000000000004
2024,7,6,44,459.7754712507409,459.8361269276394,-0.8660254037844392,0.4999999999999991,-0.4999999999999997,-0.8660254037844388
2024,8,5,41,875.7791424619639,875.7839653979239,-0.965925826289068,-0.2588190451025225,-0.8660254037844385,-0.5000000000000004
2024,8,3,29,549.6651728907331,549.7033079584776,0.9659258262890684,0.2588190451025207,-0.8660254037844385,-0.5000000000000004
2024,8,3,20,834.8892185338866,834.8656124567475,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004
2024,7,22,43,489.967125074096,490.0210854092527,-0.9659258262890684,0.2588190451025201,-0.4999999999999997,-0.8660254037844388
2024,8,17,24,697.3986237897649,697.4084705882353,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004
2024,7,17,23,589.420713692946,589.5841694352159,-0.2588190451025215,0.9659258262890682,-0.4999999999999997,-0.8660254037844389
2024,8,8,20,841.0563426200357,841.0578884934757,-0.8660254037844387,0.5000000000000001,-0.8660254037844385,-0.5000000000000004
2024,8,5,33,797.8996028452874,797.8572004744958,0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004
2024,8,13,35,505.05474214582097,504.85412218268095,0.2588190451025208,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004
2024,8,14,6,531.6064661134163,531.6089411764706,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004
2024,7,4,41,467.08898636633074,467.1193179122183,-0.9659258262890678,-0.2588190451025225,-0.4999999999999997,-0.8660254037844388
2024,8,3,8,807.3389349930844,807.2939307958477,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004
2024,8,5,12,782.8292461964039,782.7684152249136,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
2024,7,4,16,489.4282928275045,489.4514590747331,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388
2024,5,20,24,584.0567380952381,584.0821262656343,-2.4492935982947064e-16,1.0,0.4999999999999999,-0.8660254037844387
2024,7,20,28,647.9508772969768,647.9937900355872,0.8660254037844384,0.5000000000000004,-0.4999999999999997,-0.8660254037844388
2024,8,13,13,601.606994665086,601.4482443653618,-0.2588190451025208,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004
2024,8,8,35,891.2443291839558,891.2527128027681,0.2588190451025208,-0.9659258262890684,-0.8660254037844385,-0.5000000000000004
2024,5,9,45,461.65429166666667,461.8002640722724,-0.7071067811865472,0.7071067811865478,0.5,-0.8660254037844387
2024,8,10,11,582.70214384509,582.5573910034602,0.258819045102521,-0.965925826289068,-0.8660254037844385,-0.5000000000000004
2024,8,6,13,909.9797579529736,909.9165951557092,-0.2588190451025208,-0.9659258262890684,-0.8660254037844385,-0.5000000000000004
2024,7,17,20,466.65834617664495,466.7171826809016,-0.8660254037844387,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
2024,7,21,32,457.92493775933616,457.7208056478405,0.866025403784439,-0.4999999999999992,-0.4999999999999997,-0.8660254037844389
2024,7,30,14,493.4259810314168,493.2124317912218,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
2024,7,23,38,479.9930349733255,480.0331198102016,-0.4999999999999991,-0.8660254037844392,-0.4999999999999997,-0.8660254037844388
2024,8,13,17,463.6548755186722,463.6605674740484,-0.9659258262890684,-0.2588190451025206,-0.8660254037844385,-0.5000000000000004
2024,8,7,46,847.9319798458804,847.9194661921708,-0.5000000000000014,0.8660254037844378,-0.8660254037844385,-0.5000000000000004
2024,8,17,43,481.96531120331946,481.9319723183391,-0.9659258262890684,0.2588190451025201,-0.8660254037844385,-0.5000000000000004
2024,8,6,33,742.7782098399526,742.7025385527877,0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004
2024,8,13,6,524.5689004149377,524.4340748440749,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004
2024,8,8,34,906.8828630705394,906.8587612456748,0.4999999999999998,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004
2024,8,17,33,851.8114868603043,851.7911280276816,0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004
2024,8,7,21,831.7722821576764,831.8109074733096,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004
2024,7,12,44,458.6481950207469,458.7605743944637,-0.8660254037844393,0.4999999999999991,-0.4999999999999998,-0.8660254037844387
2024,7,21,34,528.4175815056312,528.239015421115,0.4999999999999998,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
2024,8,7,26,858.2705325034577,858.2710726643598,0.5,0.8660254037844386,-0.8660254037844385,-0.5000000000000004
2023,5,15,37,800.6405000000001,800.6650506253723,-0.2588190451025201,-0.9659258262890684,0.4999999999999999,-0.8660254037844387
2024,8,17,34,862.515470262794,862.5037993079585,0.4999999999999998,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004
2024,7,9,47,472.7340940525588,472.81596539792383,-0.2588190451025209,0.965925826289068,-0.4999999999999998,-0.8660254037844387
2024,5,9,43,649.1466011904762,649.1854377605719,-0.9659258262890684,0.2588190451025201,0.4999999999999999,-0.8660254037844387
2024,8,1,25,485.57752222880856,485.5976986951364,0.2588190451025211,0.9659258262890682,-0.8660254037844385,-0.5000000000000004
2024,8,1,47,570.046289270895,570.1176215895612,-0.2588190451025209,0.9659258262890682,-0.8660254037844385,-0.5000000000000004
2024,8,2,28,500.99496265560174,501.0239285714286,0.8660254037844383,0.5000000000000004,-0.8660254037844385,-0.5000000000000004
2024,8,3,37,842.1361687413554,842.1183598615917,-0.2588190451025201,-0.9659258262890684,-0.8660254037844385,-0.5000000000000004
2024,7,30,44,537.9677771191464,538.0644009489916,-0.8660254037844392,0.4999999999999991,-0.4999999999999997,-0.8660254037844388
2024,8,19,6,487.1248340248962,487.08714186851216,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004
2024,8,6,9,845.1624066390042,845.1419930795847,0.7071067811865476,-0.7071067811865475,-0.8660254037844385,-0.5000000000000004
2024,8,10,26,822.2903250345781,822.2612456747405,0.5,0.8660254037844386,-0.8660254037844385,-0.5000000000000004
2024,8,10,6,763.4967012448133,763.4763044982699,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004
2024,8,7,12,875.6579253112033,875.6603011422637,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
2024,8,6,29,643.1567101363366,643.244478054567,0.9659258262890682,0.2588190451025207,-0.8660254037844385,-0.5000000000000004
2023,6,15,15,2035.9661645746169,2034.5072575017448,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0
2024,8,6,27,694.9830705394191,695.123847750865,0.7071067811865474,0.7071067811865477,-0.8660254037844385,-0.5000000000000004
2024,7,4,40,471.5347777119146,471.54780545670224,-0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388
2024,8,10,29,777.4606085753804,777.4254117647058,0.9659258262890684,0.2588190451025207,-0.8660254037844385,-0.5000000000000004
2024,8,8,46,818.519294605809,818.545044982699,-0.5000000000000014,0.8660254037844378,-0.8660254037844385,-0.5000000000000004
2024,8,14,17,852.456609365738,852.5842941874259,-0.9659258262890682,-0.2588190451025206,-0.8660254037844385,-0.5000000000000004
2024,8,3,17,844.4801078838175,844.4548089700996,-0.9659258262890684,-0.2588190451025206,-0.8660254037844385,-0.5000000000000004
2024,8,11,12,680.683540802213,680.6002076124568,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
2024,8,17,35,729.1187690179806,729.0148581314879,0.2588190451025208,-0.9659258262890684,-0.8660254037844385,-0.5000000000000004
2024,8,11,40,520.6836583679114,520.7388996539792,-0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004
2024,8,6,7,844.2168879668051,844.1977162629757,0.9659258262890684,-0.2588190451025206,-0.8660254037844385,-0.5000000000000004
2024,5,20,23,522.1216428571429,522.1160273972603,-0.2588190451025215,0.9659258262890682,0.4999999999999999,-0.8660254037844387
2024,8,20,16,750.5632434301519,750.5459861591695,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004
2024,8,10,13,759.8186721991701,759.74276816609,-0.2588190451025208,-0.9659258262890684,-0.8660254037844385,-0.5000000000000004
2024,8,6,37,915.3729529737208,915.4023183391004,-0.2588190451025201,-0.9659258262890684,-0.8660254037844385,-0.5000000000000004
2024,8,29,36,474.1490693538827,473.95865954922897,3.673940397442059e-16,-1.0,-0.8660254037844385,-0.5000000000000004
2024,8,2,33,648.5671507607192,648.4443321799308,0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004
2024,5,20,26,531.493875,531.5004933981932,0.5,0.8660254037844387,0.5,-0.8660254037844387
2024,8,7,4,852.2636307053941,852.2488996539792,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004
2024,8,12,43,506.8829460580913,506.8929342560554,-0.9659258262890684,0.2588190451025201,-0.8660254037844385,-0.5000000000000004
2024,8,20,17,547.2436929460581,547.3151833910034,-0.9659258262890684,-0.2588190451025206,-0.8660254037844385,-0.5000000000000004
